# generator=basin_stab_LSE_honest_AAAI_Nramp.jl  M_TARGET=4.4e+06  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=32  MEM_BUDGET_GB=45.0  generated=2026-06-10T18:00:48.390
alpha,T,N_used,disorder,phi_a,phi_b,q12,phi_max_other
0.480,0.44500,32,30,-0.040145,0.005115,0.009471,0.765967
0.480,0.44500,32,31,0.024052,0.001172,-0.012983,0.767588
0.480,0.44500,32,32,-0.009095,-0.003870,-0.005248,0.766131
0.480,0.45500,32,1,0.014208,-0.009608,0.006218,0.766820
0.480,0.45500,32,2,-0.012617,0.000181,0.002130,0.765972
0.480,0.45500,32,3,-0.000099,-0.028480,0.012246,0.765883
0.480,0.45500,32,4,0.013208,0.003840,-0.022676,0.767229
0.480,0.45500,32,5,0.022594,0.001392,0.012323,0.765000
0.480,0.45500,32,6,0.021483,0.005110,-0.020703,0.766901
0.480,0.45500,32,7,-0.017979,-0.011157,-0.012755,0.766173
0.480,0.45500,32,8,0.009567,-0.018978,-0.030615,0.766308
0.480,0.45500,32,9,-0.024827,0.039805,0.010605,0.765854
0.480,0.45500,32,10,-0.019292,-0.011407,0.007863,0.766217
0.480,0.45500,32,11,-0.003285,0.009115,-0.021857,0.765453
0.480,0.45500,32,12,0.001541,-0.002949,-0.003567,0.765223
0.480,0.45500,32,13,0.028915,-0.005791,0.012508,0.767177
0.480,0.45500,32,14,0.014567,-0.009436,0.004241,0.764963
0.480,0.45500,32,15,0.004142,-0.010889,-0.014399,0.766417
0.480,0.45500,32,16,0.020446,-0.003095,0.010249,0.764197
0.480,0.45500,32,17,0.024453,0.040740,0.010721,0.766951
0.480,0.45500,32,18,0.015639,0.026575,0.011502,0.767192
0.480,0.45500,32,19,0.004269,0.014012,-0.017566,0.765654
0.480,0.45500,32,20,-0.000629,0.004170,0.043075,0.766285
0.480,0.45500,32,21,0.006572,0.020799,0.010570,0.766151
0.480,0.45500,32,22,-0.021548,-0.002603,-0.010425,0.766410
0.480,0.45500,32,23,-0.020577,0.006904,-0.001460,0.767614
0.480,0.45500,32,24,0.022083,-0.030054,0.001043,0.765589
0.480,0.45500,32,25,-0.009359,0.005064,0.013937,0.766603
0.480,0.45500,32,26,0.028199,0.011284,-0.049166,0.766373
0.480,0.45500,32,27,0.014414,-0.023153,0.037060,0.767372
0.480,0.45500,32,28,0.002531,-0.003354,0.008599,0.765958
0.480,0.45500,32,29,0.005407,-0.009909,0.013549,0.765450
0.480,0.45500,32,30,-0.015387,0.027876,0.002067,0.765591
0.480,0.45500,32,31,0.048112,-0.015283,-0.019661,0.765901
0.480,0.45500,32,32,0.019115,0.013840,-0.007623,0.766566
0.480,0.46500,32,1,0.026294,-0.024041,0.017462,0.765403
0.480,0.46500,32,2,0.007933,-0.014057,-0.001139,0.765525
0.480,0.46500,32,3,0.027655,-0.007025,0.009436,0.767091
0.480,0.46500,32,4,0.020537,0.000250,0.012142,0.765868
0.480,0.46500,32,5,-0.020388,-0.022503,-0.001917,0.765631
0.480,0.46500,32,6,0.027591,0.026233,0.007121,0.764965
0.480,0.46500,32,7,0.019734,0.010316,0.023480,0.766286
0.480,0.46500,32,8,-0.018780,0.038983,-0.013485,0.766394
0.480,0.46500,32,9,-0.006885,-0.011269,0.020207,0.765839
0.480,0.46500,32,10,0.027196,-0.016362,-0.018923,0.765328
0.480,0.46500,32,11,0.018665,-0.008423,-0.008761,0.766523
0.480,0.46500,32,12,0.008554,0.005077,-0.005996,0.765390
0.480,0.46500,32,13,0.000682,0.007718,-0.036967,0.766629
0.480,0.46500,32,14,-0.000401,0.041194,-0.005457,0.765462
0.480,0.46500,32,15,0.015951,-0.009076,-0.004773,0.766265
0.480,0.46500,32,16,0.002503,-0.047063,0.003706,0.766224
0.480,0.46500,32,17,-0.008154,-0.022200,0.008745,0.768369
0.480,0.46500,32,18,0.007258,-0.000740,-0.009499,0.764655
0.480,0.46500,32,19,0.026928,0.014005,-0.012250,0.767001
0.480,0.46500,32,20,0.004785,-0.011472,0.009730,0.765423
0.480,0.46500,32,21,0.006646,-0.015809,-0.027650,0.766232
0.480,0.46500,32,22,-0.001393,-0.002793,-0.007063,0.764461
0.480,0.46500,32,23,-0.016857,-0.006466,-0.014283,0.765160
0.480,0.46500,32,24,-0.027418,-0.014772,-0.013909,0.764218
0.480,0.46500,32,25,0.010632,-0.013540,0.022927,0.766944
0.480,0.46500,32,26,0.008372,-0.022116,-0.012150,0.766213
0.480,0.46500,32,27,-0.013050,0.026461,-0.001256,0.767703
0.480,0.46500,32,28,-0.015538,0.010317,-0.007558,0.766606
0.480,0.46500,32,29,-0.012649,-0.003575,-0.016199,0.766497
0.480,0.46500,32,30,0.011777,0.025135,0.013108,0.766611
0.480,0.46500,32,31,0.038924,0.052711,0.004481,0.766695
0.480,0.46500,32,32,-0.003760,-0.003548,0.016364,0.766278
0.480,0.47500,32,1,-0.020253,-0.036772,-0.003975,0.766770
0.480,0.47500,32,2,0.004956,0.002260,-0.010633,0.766623
0.480,0.47500,32,3,-0.010660,-0.027748,0.004408,0.767372
0.480,0.47500,32,4,-0.012764,0.028368,0.010204,0.765902
0.480,0.47500,32,5,0.009161,-0.018219,0.006258,0.766596
0.480,0.47500,32,6,-0.016575,-0.007792,-0.002317,0.766544
0.480,0.47500,32,7,-0.014057,-0.015523,0.006782,0.766150
0.480,0.47500,32,8,-0.006145,0.005370,-0.000986,0.767306
0.480,0.47500,32,9,0.012842,-0.001792,-0.014274,0.765834
0.480,0.47500,32,10,-0.002058,0.011764,0.000632,0.765657
0.480,0.47500,32,11,0.026760,-0.022305,0.030779,0.765799
0.480,0.47500,32,12,0.025664,-0.007355,-0.017279,0.765876
0.480,0.47500,32,13,-0.023774,0.000197,-0.012774,0.766987
0.480,0.47500,32,14,-0.003637,-0.012611,0.015312,0.766439
0.480,0.47500,32,15,0.005889,0.007276,-0.005398,0.766083
0.480,0.47500,32,16,0.021787,-0.028489,0.011698,0.765237
0.480,0.47500,32,17,0.013159,0.017061,-0.026230,0.767245
0.480,0.47500,32,18,0.005311,0.013351,0.019382,0.764747
0.480,0.47500,32,19,-0.022081,0.013638,-0.008676,0.766310
0.480,0.47500,32,20,0.011543,0.053368,0.001975,0.766302
0.480,0.47500,32,21,-0.002665,-0.001318,0.006478,0.767479
0.480,0.47500,32,22,0.046465,-0.046006,-0.000143,0.767161
0.480,0.47500,32,23,0.022720,-0.009018,-0.002926,0.765940
0.480,0.47500,32,24,0.007864,-0.007513,0.014759,0.768110
0.480,0.47500,32,25,0.026308,-0.032158,-0.023399,0.765845
0.480,0.47500,32,26,-0.017785,0.027977,0.003810,0.766549
0.480,0.47500,32,27,0.017694,0.028772,0.011485,0.766657
0.480,0.47500,32,28,-0.011332,-0.001631,-0.014680,0.766847
0.480,0.47500,32,29,-0.039325,-0.010679,-0.008024,0.765408
0.480,0.47500,32,30,-0.008718,0.016495,-0.005837,0.765476
0.480,0.47500,32,31,-0.012633,-0.000752,0.009833,0.766273
0.480,0.47500,32,32,0.010452,-0.025394,-0.019188,0.766021
0.480,0.48500,32,1,0.023994,0.007945,0.010132,0.765724
0.480,0.48500,32,2,0.029543,0.004868,-0.003204,0.764749
0.480,0.48500,32,3,-0.022781,-0.022682,-0.001564,0.765160
0.480,0.48500,32,4,-0.029941,0.045766,-0.008013,0.765946
0.480,0.48500,32,5,-0.012205,0.007668,-0.006526,0.765321
0.480,0.48500,32,6,0.024464,0.004956,0.003229,0.765612
0.480,0.48500,32,7,-0.020181,0.017876,-0.019307,0.765980
0.480,0.48500,32,8,-0.009413,0.007551,0.014213,0.765307
0.480,0.48500,32,9,0.007196,0.011520,0.017172,0.765445
0.480,0.48500,32,10,-0.016327,-0.017214,0.002926,0.765925
0.480,0.48500,32,11,0.010433,-0.042118,0.021493,0.763692
0.480,0.48500,32,12,0.009454,-0.042918,0.017709,0.765446
0.480,0.48500,32,13,-0.019318,-0.002386,0.020669,0.765880
0.480,0.48500,32,14,0.006094,-0.016626,-0.009715,0.765990
0.480,0.48500,32,15,0.047087,0.025928,0.017246,0.766812
0.480,0.48500,32,16,0.004284,0.009214,-0.009471,0.765405
0.480,0.48500,32,17,0.032806,0.027880,0.006051,0.766462
0.480,0.48500,32,18,0.020943,0.005049,-0.029053,0.765697
0.480,0.48500,32,19,0.003431,-0.004156,-0.009189,0.766017
0.480,0.48500,32,20,-0.000667,0.021204,-0.027922,0.765686
0.480,0.48500,32,21,-0.006239,0.026588,0.001641,0.766257
0.480,0.48500,32,22,-0.012078,-0.007439,-0.015944,0.765905
0.480,0.48500,32,23,0.016261,-0.014638,0.007831,0.766679
0.480,0.48500,32,24,-0.000821,0.016695,0.000871,0.766206
0.480,0.48500,32,25,0.004582,0.021363,0.019638,0.765083
0.480,0.48500,32,26,0.012722,-0.005975,-0.010450,0.765547
0.480,0.48500,32,27,-0.003138,0.014120,0.001690,0.765738
0.480,0.48500,32,28,0.009447,0.014130,-0.014478,0.764716
0.480,0.48500,32,29,0.014123,0.007552,0.010400,0.764302
0.480,0.48500,32,30,0.007966,0.019299,-0.007870,0.764082
0.480,0.48500,32,31,0.006485,0.010335,-0.001642,0.765425
0.480,0.48500,32,32,0.001976,0.044975,-0.004345,0.766367
0.480,0.49500,32,1,-0.027682,0.006032,0.012947,0.766655
0.480,0.49500,32,2,-0.020013,-0.004558,-0.001425,0.764823
0.480,0.49500,32,3,-0.012045,0.016455,-0.001718,0.766048
0.480,0.49500,32,4,0.003772,-0.028368,0.004336,0.765063
0.480,0.49500,32,5,-0.003495,-0.004666,0.011671,0.765460
0.480,0.49500,32,6,-0.025651,0.017971,-0.008915,0.766074
0.480,0.49500,32,7,-0.032782,-0.014891,-0.010347,0.765492
0.480,0.49500,32,8,-0.006304,0.027349,-0.013724,0.766877
0.480,0.49500,32,9,0.016033,0.002959,-0.021995,0.764839
0.480,0.49500,32,10,0.018283,-0.015749,-0.000394,0.765596
0.480,0.49500,32,11,0.000919,-0.017653,-0.000440,0.764716
0.480,0.49500,32,12,0.014678,0.004157,-0.003842,0.765400
0.480,0.49500,32,13,0.021452,-0.007902,0.005502,0.766078
0.480,0.49500,32,14,-0.021606,-0.003825,0.015559,0.765467
0.480,0.49500,32,15,-0.041644,-0.024901,-0.003092,0.765728
0.480,0.49500,32,16,0.022763,0.004788,-0.001934,0.765637
0.480,0.49500,32,17,-0.021222,0.012564,-0.009860,0.765371
0.480,0.49500,32,18,-0.014848,-0.006459,0.000968,0.767185
0.480,0.49500,32,19,0.002833,-0.005621,0.000677,0.764889
0.480,0.49500,32,20,-0.004078,-0.016816,-0.010103,0.765481
0.480,0.49500,32,21,-0.006566,0.012249,-0.012047,0.764581
0.480,0.49500,32,22,0.036288,0.017041,-0.002038,0.765154
0.480,0.49500,32,23,-0.019041,-0.000078,-0.022866,0.767253
0.480,0.49500,32,24,-0.006558,0.017797,0.012470,0.764277
0.480,0.49500,32,25,-0.011004,-0.026935,-0.004361,0.766283
0.480,0.49500,32,26,0.029219,-0.001910,0.006450,0.765835
0.480,0.49500,32,27,-0.017387,0.015620,0.004118,0.766318
0.480,0.49500,32,28,-0.011040,0.012853,0.023033,0.765542
0.480,0.49500,32,29,-0.021916,0.039011,-0.011596,0.764889
0.480,0.49500,32,30,-0.007350,-0.035543,0.005307,0.764821
0.480,0.49500,32,31,0.011897,0.016443,-0.022070,0.765975
0.480,0.49500,32,32,-0.023754,0.040793,0.009026,0.765446
0.490,0.00500,31,1,0.997089,0.997454,0.994955,0.771662
0.490,0.00500,31,2,0.997137,0.997247,0.994672,0.744219
0.490,0.00500,31,3,0.997952,0.997995,0.995559,0.736249
0.490,0.00500,31,4,0.997610,0.997387,0.995090,0.756053
0.490,0.00500,31,5,0.997977,0.997959,0.995477,0.739271
0.490,0.00500,31,6,0.997259,0.997453,0.994672,0.781017
0.490,0.00500,31,7,0.997943,0.997934,0.996140,0.777014
0.490,0.00500,31,8,0.997583,0.997362,0.995374,0.786056
0.490,0.00500,31,9,0.997496,0.997648,0.994967,0.761647
0.490,0.00500,31,10,0.997460,0.997290,0.993839,0.764407
0.490,0.00500,31,11,0.996918,0.998172,0.995138,0.767834
0.490,0.00500,31,12,0.997950,0.997350,0.995547,0.779254
0.490,0.00500,31,13,0.997618,0.998179,0.995568,0.741736
0.490,0.00500,31,14,0.997439,0.997516,0.995105,0.758324
0.490,0.00500,31,15,0.997769,0.997489,0.994875,0.781589
0.490,0.00500,31,16,0.997802,0.997328,0.995016,0.747441
0.490,0.00500,31,17,0.997531,0.997590,0.995698,0.770087
0.490,0.00500,31,18,0.998231,0.997621,0.995319,0.752232
0.490,0.00500,31,19,0.997801,0.997442,0.994881,0.753208
0.490,0.00500,31,20,0.997672,0.997935,0.995128,0.773447
0.490,0.00500,31,21,0.997813,0.996492,0.994582,0.792702
0.490,0.00500,31,22,0.997004,0.997870,0.995534,0.778164
0.490,0.00500,31,23,0.996588,0.997164,0.993315,0.765284
0.490,0.00500,31,24,0.997317,0.997452,0.995413,0.774261
0.490,0.00500,31,25,0.997325,0.997955,0.995578,0.769280
0.490,0.00500,31,26,0.997873,0.997902,0.995587,0.754387
0.490,0.00500,31,27,0.997474,0.997560,0.994449,0.770125
0.490,0.00500,31,28,0.997659,0.997267,0.995320,0.755244
0.490,0.00500,31,29,0.997640,0.997254,0.995508,0.753902
0.490,0.00500,31,30,0.997741,0.997216,0.995404,0.757697
0.490,0.00500,31,31,0.997346,0.997079,0.994683,0.770677
0.490,0.00500,31,32,0.997182,0.997507,0.994444,0.738299
0.490,0.01500,31,1,0.992451,0.993065,0.985272,0.768198
0.490,0.01500,31,2,0.992187,0.993092,0.984800,0.751014
0.490,0.01500,31,3,0.993020,0.993162,0.986649,0.743015
0.490,0.01500,31,4,0.992094,0.992249,0.984044,0.762215
0.490,0.01500,31,5,0.993187,0.992038,0.985211,0.742965
0.490,0.01500,31,6,0.993832,0.992687,0.986415,0.784531
0.490,0.01500,31,7,0.992790,0.992087,0.984545,0.768924
0.490,0.01500,31,8,0.992732,0.992871,0.987395,0.782824
0.490,0.01500,31,9,0.991835,0.992352,0.984987,0.763177
0.490,0.01500,31,10,0.993219,0.992725,0.984876,0.765218
0.490,0.01500,31,11,0.992623,0.991670,0.985693,0.774336
0.490,0.01500,31,12,0.991736,0.993976,0.987209,0.768346
0.490,0.01500,31,13,0.991430,0.992796,0.982782,0.742335
0.490,0.01500,31,14,0.993412,0.992523,0.986430,0.760178
0.490,0.01500,31,15,0.992773,0.992578,0.985171,0.776963
0.490,0.01500,31,16,0.991794,0.991882,0.981982,0.755801
0.490,0.01500,31,17,0.991898,0.992514,0.984354,0.763884
0.490,0.01500,31,18,0.992449,0.993138,0.985436,0.757506
0.490,0.01500,31,19,0.991871,0.992743,0.985008,0.764437
0.490,0.01500,31,20,0.992147,0.992932,0.987030,0.763304
0.490,0.01500,31,21,0.991869,0.992522,0.986196,0.782657
0.490,0.01500,31,22,0.992631,0.993024,0.985005,0.776944
0.490,0.01500,31,23,0.992253,0.992752,0.986077,0.761079
0.490,0.01500,31,24,0.993209,0.993335,0.986612,0.771853
0.490,0.01500,31,25,0.992243,0.992637,0.985118,0.773934
0.490,0.01500,31,26,0.991708,0.991644,0.983224,0.758766
0.490,0.01500,31,27,0.992495,0.993025,0.984967,0.767113
0.490,0.01500,31,28,0.991981,0.993040,0.987460,0.755483
0.490,0.01500,31,29,0.993422,0.993543,0.987474,0.759694
0.490,0.01500,31,30,0.993916,0.992608,0.986788,0.760112
0.490,0.01500,31,31,0.993242,0.993122,0.986759,0.757210
0.490,0.01500,31,32,0.992684,0.991957,0.986079,0.741038
0.490,0.02500,31,1,0.988667,0.988272,0.975145,0.767685
0.490,0.02500,31,2,0.987785,0.988087,0.974438,0.749667
0.490,0.02500,31,3,0.987392,0.987667,0.974338,0.745783
0.490,0.02500,31,4,0.987443,0.987584,0.975808,0.757724
0.490,0.02500,31,5,0.986423,0.988135,0.975415,0.747495
0.490,0.02500,31,6,0.987581,0.986915,0.976304,0.777973
0.490,0.02500,31,7,0.987615,0.987908,0.974041,0.773641
0.490,0.02500,31,8,0.987904,0.988435,0.976961,0.778063
0.490,0.02500,31,9,0.987882,0.987705,0.975872,0.759835
0.490,0.02500,31,10,0.987238,0.987216,0.974490,0.755482
0.490,0.02500,31,11,0.985932,0.987372,0.971741,0.776381
0.490,0.02500,31,12,0.988273,0.988866,0.978852,0.770863
0.490,0.02500,31,13,0.988716,0.987117,0.976545,0.749204
0.490,0.02500,31,14,0.988105,0.988804,0.976913,0.775222
0.490,0.02500,31,15,0.988011,0.988332,0.976356,0.774580
0.490,0.02500,31,16,0.988504,0.988612,0.977054,0.752855
0.490,0.02500,31,17,0.987452,0.988240,0.973484,0.762898
0.490,0.02500,31,18,0.988764,0.985600,0.973671,0.762662
0.490,0.02500,31,19,0.987798,0.987913,0.975946,0.761588
0.490,0.02500,31,20,0.987012,0.986917,0.974202,0.765261
0.490,0.02500,31,21,0.987559,0.986952,0.974542,0.786851
0.490,0.02500,31,22,0.987052,0.988519,0.974199,0.781557
0.490,0.02500,31,23,0.987552,0.989396,0.977222,0.758222
0.490,0.02500,31,24,0.986688,0.987399,0.973998,0.781613
0.490,0.02500,31,25,0.986575,0.987478,0.973091,0.769460
0.490,0.02500,31,26,0.988584,0.987623,0.975162,0.759696
0.490,0.02500,31,27,0.986649,0.988283,0.975492,0.758268
0.490,0.02500,31,28,0.987541,0.988354,0.974994,0.753431
0.490,0.02500,31,29,0.987365,0.987310,0.975337,0.758784
0.490,0.02500,31,30,0.987620,0.987087,0.973358,0.763667
0.490,0.02500,31,31,0.987622,0.989215,0.976297,0.755240
0.490,0.02500,31,32,0.986111,0.988167,0.974163,0.754546
0.490,0.03500,31,1,0.981779,0.983066,0.965913,0.766405
0.490,0.03500,31,2,0.982025,0.980347,0.960339,0.751977
0.490,0.03500,31,3,0.982440,0.982444,0.965355,0.754223
0.490,0.03500,31,4,0.981422,0.981225,0.966610,0.768198
0.490,0.03500,31,5,0.983223,0.981055,0.963604,0.746604
0.490,0.03500,31,6,0.982561,0.982677,0.964470,0.781648
0.490,0.03500,31,7,0.981093,0.983302,0.963334,0.769271
0.490,0.03500,31,8,0.983416,0.983282,0.968851,0.779630
0.490,0.03500,31,9,0.983384,0.982230,0.966483,0.761777
0.490,0.03500,31,10,0.981717,0.983117,0.967601,0.765946
0.490,0.03500,31,11,0.982174,0.981993,0.964528,0.778104
0.490,0.03500,31,12,0.981884,0.981717,0.965926,0.775702
0.490,0.03500,31,13,0.983243,0.983477,0.968637,0.744407
0.490,0.03500,31,14,0.983348,0.982997,0.966559,0.766385
0.490,0.03500,31,15,0.981062,0.983207,0.963778,0.763535
0.490,0.03500,31,16,0.982160,0.982723,0.965567,0.753431
0.490,0.03500,31,17,0.983622,0.982930,0.967892,0.770195
0.490,0.03500,31,18,0.982549,0.984341,0.967625,0.756840
0.490,0.03500,31,19,0.983835,0.982016,0.967466,0.761241
0.490,0.03500,31,20,0.982840,0.983469,0.965540,0.764594
0.490,0.03500,31,21,0.983736,0.983510,0.966132,0.775734
0.490,0.03500,31,22,0.981434,0.983083,0.963946,0.774191
0.490,0.03500,31,23,0.984186,0.981003,0.966666,0.761212
0.490,0.03500,31,24,0.981177,0.982678,0.964043,0.778168
0.490,0.03500,31,25,0.981891,0.982843,0.961160,0.760719
0.490,0.03500,31,26,0.984335,0.984687,0.968799,0.756041
0.490,0.03500,31,27,0.982582,0.982149,0.963989,0.760962
0.490,0.03500,31,28,0.981598,0.983270,0.964214,0.761897
0.490,0.03500,31,29,0.981957,0.980811,0.965161,0.758385
0.490,0.03500,31,30,0.982679,0.984943,0.967533,0.766116
0.490,0.03500,31,31,0.983314,0.984357,0.968598,0.758054
0.490,0.03500,31,32,0.982683,0.983720,0.966001,0.750610
0.490,0.04500,31,1,0.976516,0.977093,0.953322,0.764992
0.490,0.04500,31,2,0.979341,0.975398,0.953812,0.757500
0.490,0.04500,31,3,0.978420,0.978363,0.959174,0.747066
0.490,0.04500,31,4,0.978828,0.977765,0.959060,0.763456
0.490,0.04500,31,5,0.979219,0.978086,0.958508,0.754092
0.490,0.04500,31,6,0.977416,0.975113,0.948824,0.782112
0.490,0.04500,31,7,0.976362,0.977953,0.953922,0.773042
0.490,0.04500,31,8,0.975811,0.976735,0.953443,0.785332
0.490,0.04500,31,9,0.979183,0.977076,0.956099,0.762840
0.490,0.04500,31,10,0.979117,0.979281,0.958870,0.764369
0.490,0.04500,31,11,0.979499,0.978413,0.958208,0.768836
0.490,0.04500,31,12,0.978532,0.975748,0.953740,0.775267
0.490,0.04500,31,13,0.974864,0.977893,0.952877,0.745215
0.490,0.04500,31,14,0.976356,0.980837,0.959678,0.772189
0.490,0.04500,31,15,0.978234,0.978155,0.956106,0.767816
0.490,0.04500,31,16,0.978815,0.978404,0.956940,0.753355
0.490,0.04500,31,17,0.979436,0.978035,0.957546,0.757099
0.490,0.04500,31,18,0.978365,0.978493,0.958778,0.758752
0.490,0.04500,31,19,0.976618,0.976895,0.955133,0.759902
0.490,0.04500,31,20,0.979036,0.980138,0.959920,0.773077
0.490,0.04500,31,21,0.980244,0.976912,0.955862,0.781370
0.490,0.04500,31,22,0.978153,0.979693,0.958313,0.769561
0.490,0.04500,31,23,0.980744,0.978533,0.961500,0.759899
0.490,0.04500,31,24,0.976516,0.976143,0.955376,0.779445
0.490,0.04500,31,25,0.977422,0.976769,0.954177,0.755112
0.490,0.04500,31,26,0.978690,0.976457,0.958294,0.758113
0.490,0.04500,31,27,0.975868,0.976704,0.954490,0.760996
0.490,0.04500,31,28,0.975186,0.978095,0.956851,0.761255
0.490,0.04500,31,29,0.977741,0.979529,0.957005,0.757747
0.490,0.04500,31,30,0.977901,0.978369,0.958705,0.763487
0.490,0.04500,31,31,0.977052,0.976409,0.956310,0.759818
0.490,0.04500,31,32,0.975923,0.977282,0.952402,0.752689
0.490,0.05500,31,1,0.973397,0.971747,0.946401,0.772065
0.490,0.05500,31,2,0.972821,0.971429,0.943655,0.766359
0.490,0.05500,31,3,0.972353,0.972932,0.945293,0.749368
0.490,0.05500,31,4,0.973131,0.973213,0.948296,0.765177
0.490,0.05500,31,5,0.970780,0.971753,0.939552,0.754092
0.490,0.05500,31,6,0.971562,0.971805,0.945212,0.777139
0.490,0.05500,31,7,0.972071,0.974061,0.948694,0.770544
0.490,0.05500,31,8,0.970200,0.973338,0.944577,0.786612
0.490,0.05500,31,9,0.974047,0.970931,0.946714,0.768245
0.490,0.05500,31,10,0.973731,0.972515,0.944632,0.768036
0.490,0.05500,31,11,0.975109,0.973932,0.947616,0.774174
0.490,0.05500,31,12,0.972959,0.973616,0.946422,0.777182
0.490,0.05500,31,13,0.974497,0.971176,0.947716,0.752816
0.490,0.05500,31,14,0.971847,0.972701,0.944625,0.762327
0.490,0.05500,31,15,0.972612,0.971345,0.945728,0.773463
0.490,0.05500,31,16,0.972463,0.969646,0.939967,0.756007
0.490,0.05500,31,17,0.972319,0.971882,0.948466,0.764701
0.490,0.05500,31,18,0.972779,0.972676,0.947537,0.763127
0.490,0.05500,31,19,0.972960,0.972134,0.944843,0.764210
0.490,0.05500,31,20,0.970994,0.972822,0.943540,0.767993
0.490,0.05500,31,21,0.973016,0.970028,0.944349,0.778958
0.490,0.05500,31,22,0.973908,0.974966,0.951242,0.775068
0.490,0.05500,31,23,0.973419,0.972088,0.945261,0.758945
0.490,0.05500,31,24,0.971975,0.973408,0.945786,0.777950
0.490,0.05500,31,25,0.973841,0.970870,0.942474,0.758496
0.490,0.05500,31,26,0.973733,0.972702,0.947054,0.763553
0.490,0.05500,31,27,0.970221,0.971781,0.942454,0.767078
0.490,0.05500,31,28,0.969499,0.971008,0.945037,0.759301
0.490,0.05500,31,29,0.971344,0.973067,0.942929,0.762463
0.490,0.05500,31,30,0.973507,0.971602,0.942394,0.769040
0.490,0.05500,31,31,0.973197,0.974258,0.948813,0.764686
0.490,0.05500,31,32,0.973328,0.969032,0.943393,0.753848
0.490,0.06500,31,1,0.964371,0.968222,0.936330,0.768286
0.490,0.06500,31,2,0.964565,0.965953,0.936315,0.763102
0.490,0.06500,31,3,0.967541,0.969381,0.934567,0.751300
0.490,0.06500,31,4,0.966956,0.967547,0.935296,0.768714
0.490,0.06500,31,5,0.969404,0.969262,0.939028,0.752513
0.490,0.06500,31,6,0.967428,0.967605,0.934531,0.778307
0.490,0.06500,31,7,0.967958,0.965825,0.935633,0.772902
0.490,0.06500,31,8,0.968454,0.965781,0.932670,0.780047
0.490,0.06500,31,9,0.967016,0.965359,0.931472,0.766676
0.490,0.06500,31,10,0.967536,0.968390,0.941141,0.758706
0.490,0.06500,31,11,0.966128,0.963641,0.929909,0.772989
0.490,0.06500,31,12,0.968513,0.969201,0.937324,0.776905
0.490,0.06500,31,13,0.966956,0.967021,0.936143,0.756372
0.490,0.06500,31,14,0.968200,0.968901,0.935742,0.772464
0.490,0.06500,31,15,0.967986,0.965240,0.934985,0.766423
0.490,0.06500,31,16,0.966767,0.968702,0.935375,0.765649
0.490,0.06500,31,17,0.969047,0.970389,0.938812,0.765663
0.490,0.06500,31,18,0.969076,0.967508,0.939561,0.762255
0.490,0.06500,31,19,0.967530,0.964999,0.931101,0.762388
0.490,0.06500,31,20,0.968586,0.967606,0.937193,0.770362
0.490,0.06500,31,21,0.967350,0.967180,0.932639,0.769797
0.490,0.06500,31,22,0.968187,0.968025,0.940162,0.780148
0.490,0.06500,31,23,0.968297,0.970199,0.937846,0.757750
0.490,0.06500,31,24,0.965651,0.967271,0.933160,0.779500
0.490,0.06500,31,25,0.965380,0.968213,0.933218,0.769003
0.490,0.06500,31,26,0.965925,0.969922,0.938770,0.760059
0.490,0.06500,31,27,0.966456,0.967526,0.934631,0.762602
0.490,0.06500,31,28,0.970402,0.967086,0.940015,0.760422
0.490,0.06500,31,29,0.966519,0.965871,0.937448,0.759328
0.490,0.06500,31,30,0.964210,0.968779,0.935855,0.762648
0.490,0.06500,31,31,0.965576,0.968170,0.933093,0.762577
0.490,0.06500,31,32,0.968210,0.966195,0.935200,0.754749
0.490,0.07500,31,1,0.964140,0.962089,0.926687,0.767881
0.490,0.07500,31,2,0.963605,0.957850,0.921462,0.756419
0.490,0.07500,31,3,0.964591,0.960778,0.924736,0.756141
0.490,0.07500,31,4,0.960329,0.960602,0.924790,0.770553
0.490,0.07500,31,5,0.960706,0.960285,0.921856,0.760213
0.490,0.07500,31,6,0.960599,0.963456,0.925109,0.781377
0.490,0.07500,31,7,0.960329,0.962916,0.925280,0.765172
0.490,0.07500,31,8,0.962862,0.959084,0.921529,0.773879
0.490,0.07500,31,9,0.963087,0.960343,0.927048,0.772413
0.490,0.07500,31,10,0.960966,0.961132,0.921990,0.763547
0.490,0.07500,31,11,0.962265,0.960056,0.924461,0.770563
0.490,0.07500,31,12,0.962773,0.963827,0.927594,0.773139
0.490,0.07500,31,13,0.961021,0.963729,0.930747,0.758161
0.490,0.07500,31,14,0.964051,0.960627,0.929915,0.763332
0.490,0.07500,31,15,0.960039,0.964219,0.925652,0.774628
0.490,0.07500,31,16,0.962083,0.962932,0.926795,0.758922
0.490,0.07500,31,17,0.963612,0.964119,0.925839,0.755069
0.490,0.07500,31,18,0.964521,0.960519,0.927210,0.764067
0.490,0.07500,31,19,0.958671,0.961524,0.924021,0.765341
0.490,0.07500,31,20,0.960676,0.963259,0.925392,0.766513
0.490,0.07500,31,21,0.960672,0.961525,0.925542,0.773167
0.490,0.07500,31,22,0.962741,0.958436,0.923904,0.773132
0.490,0.07500,31,23,0.962582,0.964662,0.927286,0.763862
0.490,0.07500,31,24,0.962326,0.959732,0.926251,0.782044
